STRUCTURE,STRUCTUREID,STRUCTUREFULLNAME,STRUCTURECOLOR,STRUCTUREREGION,STRUCTUREREGIONCOLOR,CLUSTER
r7Gi,17410,r7 part of gigantocellular reticular area,10C3A7,Rest Hindbrain,EA37FF,8
r7GiV,17411,r7 part of ventral gigangocellular reticular area,10C3A7,Rest Hindbrain,EA37FF,8
r7BMs,17412,superficial stratum of r7BM,10C3A7,Rest Hindbrain,EA37FF,8
r7-RP,17413,r7 raphe pallidus cell population,10C3A7,Rest Hindbrain,EA37FF,8
r7PPy,17414,r7 part of parapyramidal nucleus,10C3A7,Rest Hindbrain,EA37FF,8
r7F,17415,r7 floor plate,0D9882,Rest Hindbrain,EA37FF,8
r8B,17437,r8 basal plate,3FAE99,Rest Hindbrain,EA37FF,8
r8BLp,17441,periventricular stratum of r8BL,47C3AC,Rest Hindbrain,EA37FF,8
r8-BLIZ,17442,r8 part of basolateral intermediate zone,47C3AC,Rest Hindbrain,EA37FF,8
r8LRtPC,17447,parvocellular part of r8LRt,47C3AC,Rest Hindbrain,EA37FF,8
r8BI,17449,intermediate part of r8B,3FAE99,Rest Hindbrain,EA37FF,8
r8BIm,17451,mantle zone of r8BI,47C3AC,Rest Hindbrain,EA37FF,8
r8BIp,17452,periventricular stratum of r8BI,47C3AC,Rest Hindbrain,EA37FF,8
r8BIIZ,17453,r8 part of basointermediate intermediate zone,47C3AC,Rest Hindbrain,EA37FF,8
r8BIi,17455,intermediate stratum of r8BI,47C3AC,Rest Hindbrain,EA37FF,8
r8BIRt,17456,r8 part of basointermediate reticular formation,47C3AC,Rest Hindbrain,EA37FF,8
r8BIs,17457,superficial stratum of r8BI,47C3AC,Rest Hindbrain,EA37FF,8
r8PGi,17459,r8 part of the paragigantocellular nucleus,47C3AC,Rest Hindbrain,EA37FF,8
r8BM,17460,medial part of r8B,3FAE99,Rest Hindbrain,EA37FF,8
r8BMv,17461,ventricular zone of r8BM,3FAE99,Rest Hindbrain,EA37FF,8
r8BMm,17462,mantle zone of r8BM,47C3AC,Rest Hindbrain,EA37FF,8
r8BMp,17463,periventricular stratum of r8BM,47C3AC,Rest Hindbrain,EA37FF,8
r8Pr,17464,r8 part of nucleus prepositus,47C3AC,Rest Hindbrain,EA37FF,8
r8-12M,17465,r8 portion of the hypoglossal motor nucleus,47C3AC,Rest Hindbrain,EA37FF,8
r8Ro,17466,r8 part of nucleus of Roller,47C3AC,Rest Hindbrain,EA37FF,8
r8BMi,17467,intermediate stratum of r8BM,47C3AC,Rest Hindbrain,EA37FF,8
r8BMRt,17469,r8 part of basomedial reticular formation,47C3AC,Rest Hindbrain,EA37FF,8
r8Gi,17470,r8 part of gigantocellular reticular area,47C3AC,Rest Hindbrain,EA37FF,8
r8GiV,17471,r8 part of ventral gigangocellular reticular area,47C3AC,Rest Hindbrain,EA37FF,8
r8BMs,17472,superficial stratum of r8BM,47C3AC,Rest Hindbrain,EA37FF,8
r8-RP,17473,r8 raphe pallidus cell population,47C3AC,Rest Hindbrain,EA37FF,8
r8-IO,17474,r8 part of inferior olive,47C3AC,Rest Hindbrain,EA37FF,8
r8F,17475,r8 floor plate,379886,Rest Hindbrain,EA37FF,8
r9B,17500,r9 basal plate,5EAE99,Rest Hindbrain,EA37FF,8
r9BLp,17504,periventricular stratum of r9BL,69C3AC,Rest Hindbrain,EA37FF,8
r9BLIZ,17505,r9 part of the basolateral intermediate zone,69C3AC,Rest Hindbrain,EA37FF,8
r9LRtPC,17510,parvocellular part of the r9LRt,69C3AC,Rest Hindbrain,EA37FF,8
r9BI,17512,intermediate part of r9B,5EAE99,Rest Hindbrain,EA37FF,8
r9BIm,17514,mantle zone of r9BI,69C3AC,Rest Hindbrain,EA37FF,8
r9BIp,17515,periventricular stratum of r9BI,69C3AC,Rest Hindbrain,EA37FF,8
r9IS,17517,r9 part of nucleus intercalatus Staderini,69C3AC,Rest Hindbrain,EA37FF,8
r9BIi,17518,intermediate stratum of r9BI,69C3AC,Rest Hindbrain,EA37FF,8
r9BIRt,17519,r9 part of basointermediate reticular formation,69C3AC,Rest Hindbrain,EA37FF,8
r9BIs,17520,superficial stratum of r9BI,69C3AC,Rest Hindbrain,EA37FF,8
r9PGi,17521,r9 part of paragigantocellular nucleus,69C3AC,Rest Hindbrain,EA37FF,8
r9BM,17523,medial part of r9B,5EAE99,Rest Hindbrain,EA37FF,8
r9BMv,17524,ventricular zone of r9BM,5EAE99,Rest Hindbrain,EA37FF,8
r9BMm,17525,mantle zone of r9BM,69C3AC,Rest Hindbrain,EA37FF,8
r9BMp,17526,periventricular stratum of r9BM,69C3AC,Rest Hindbrain,EA37FF,8
r9-12M,17527,r9 portion of the hypoglossal motor nucleus,69C3AC,Rest Hindbrain,EA37FF,8
r9Ro,17528,r9 part of nucleus of Roller,69C3AC,Rest Hindbrain,EA37FF,8
r9BMi,17529,intermediate stratum of r9BM,69C3AC,Rest Hindbrain,EA37FF,8
r9BMRt,17531,r9 part of basomedial reticular formation,69C3AC,Rest Hindbrain,EA37FF,8
r9Gi,17532,r9 part of gigantocellular reticular area,69C3AC,Rest Hindbrain,EA37FF,8
r9GiV,17533,r9 part of ventral gigangocellular reticular area,69C3AC,Rest Hindbrain,EA37FF,8
r9BMs,17534,superficial stratum of r9BM,69C3AC,Rest Hindbrain,EA37FF,8
r9-RP,17535,r9 raphe pallidus cell population,69C3AC,Rest Hindbrain,EA37FF,8
r9-IO,17536,r9 part of the inferior olive,69C3AC,Rest Hindbrain,EA37FF,8
r9F,17537,r9 floor plate,529886,Rest Hindbrain,EA37FF,8
r9Fm,112892409,mantle zone of r9F,5EAE99,Rest Hindbrain,EA37FF,8
r9Fp,112892411,periventricular stratum of r9F,5EAE99,Rest Hindbrain,EA37FF,8
r9Fi,112892413,intermediate stratum of r9F,5EAE99,Rest Hindbrain,EA37FF,8
r9Fs,112892415,superficial stratum of r9F,5EAE99,Rest Hindbrain,EA37FF,8
r10B,17562,r10 basal plate,74AE99,Rest Hindbrain,EA37FF,8
r10BL,17563,lateral part of r10B,74AE99,Rest Hindbrain,EA37FF,8
r10BLv,17564,ventricular zone of r10BL,74AE99,Rest Hindbrain,EA37FF,8
r10BLm,17565,mantle zone of r10BL,83C3AC,Rest Hindbrain,EA37FF,8
r10BLp,17566,periventricular stratum of r10BL,83C3AC,Rest Hindbrain,EA37FF,8
r10BLIZ,17567,r10 part of the basolateral intermediate zone,83C3AC,Rest Hindbrain,EA37FF,8
r10BLi,17568,intermediate stratum of r10BL,83C3AC,Rest Hindbrain,EA37FF,8
r10BLRt,17569,r10 part of basolateral reticular formation,83C3AC,Rest Hindbrain,EA37FF,8
r10BLs,17570,superficial stratum of r10BL,83C3AC,Rest Hindbrain,EA37FF,8
r10BI,17571,intermediate part of r10B,74AE99,Rest Hindbrain,EA37FF,8
r10BIv,17572,ventricular zone of r10BI,74AE99,Rest Hindbrain,EA37FF,8
r10BIm,17573,mantle zone of r10BI,83C3AC,Rest Hindbrain,EA37FF,8
r10BIp,17574,periventricular stratum of r10BI,83C3AC,Rest Hindbrain,EA37FF,8
r10BIIZ,17576,r10 part of basointermediate intermediate zone,83C3AC,Rest Hindbrain,EA37FF,8
r10BIi,17577,intermediate stratum of r10BI,83C3AC,Rest Hindbrain,EA37FF,8
r10BIRt,17579,r10 part of basointermediate reticular formation,83C3AC,Rest Hindbrain,EA37FF,8
r10BIs,17580,superficial stratum of r10BI,83C3AC,Rest Hindbrain,EA37FF,8
r10BM,17581,medial part of r10B,74AE99,Rest Hindbrain,EA37FF,8
r10BMv,17582,ventricular zone of r10BM,74AE99,Rest Hindbrain,EA37FF,8
r10BMm,17583,mantle zone of r10BM,83C3AC,Rest Hindbrain,EA37FF,8
r10BMp,17584,periventricular stratum of r10BM,83C3AC,Rest Hindbrain,EA37FF,8
r10-12M,17585,r10 portion of the hypoglossal motor nucleus,83C3AC,Rest Hindbrain,EA37FF,8
r10Ro,17586,r10 part of nucleus of Roller,83C3AC,Rest Hindbrain,EA37FF,8
r10BMi,17587,intermediate stratum of r10BM,83C3AC,Rest Hindbrain,EA37FF,8
r10BMRt,17589,r10 part of basomedial reticular formation,83C3AC,Rest Hindbrain,EA37FF,8
r10Gi,17590,r10 part of gigantocellular reticular area,83C3AC,Rest Hindbrain,EA37FF,8
r10GiV,17591,r10 part of ventral gigangocellular reticular area,83C3AC,Rest Hindbrain,EA37FF,8
r10BMs,17592,superficial stratum of r10BM,83C3AC,Rest Hindbrain,EA37FF,8
r10-RP,17593,r10 raphe pallidus cell population,83C3AC,Rest Hindbrain,EA37FF,8
r10-IO,17594,r10 part of the inferior olive,83C3AC,Rest Hindbrain,EA37FF,8
r10F,17595,r10 floor plate,669886,Rest Hindbrain,EA37FF,8
r10Fv,112892419,ventricular zone of r10F,578474,Rest Hindbrain,EA37FF,8
r10Fm,112892421,mantle zone of r10F,74AE99,Rest Hindbrain,EA37FF,8
r10Fi,112892425,intermediate stratum of r10F,74AE99,Rest Hindbrain,EA37FF,8
r10Fs,112892427,superficial stratum of r10F,74AE99,Rest Hindbrain,EA37FF,8
r11B,17620,r11 basal plate,89AE99,Rest Hindbrain,EA37FF,8
r11BL,17621,lateral part of r11B,89AE99,Rest Hindbrain,EA37FF,8
r11BLv,17622,ventricular zone of r11BL,89AE99,Rest Hindbrain,EA37FF,8
r11BLm,17623,mantle zone of r11BL,9AC3AC,Rest Hindbrain,EA37FF,8
r11BLp,17624,periventricular stratum of r11BL,9AC3AC,Rest Hindbrain,EA37FF,8
r11BLIZ,17625,r11 part of the basolateral intermediate zone,9AC3AC,Rest Hindbrain,EA37FF,8
r11BLi,17626,intermediate stratum of r11BL,9AC3AC,Rest Hindbrain,EA37FF,8
r11BLRt,17627,r11 part of basolateral reticular formation,9AC3AC,Rest Hindbrain,EA37FF,8
r11BLs,17628,superficial stratum of r11BL,9AC3AC,Rest Hindbrain,EA37FF,8
r11BI,17629,intermediate part of r11B,89AE99,Rest Hindbrain,EA37FF,8
r11BIm,17631,mantle zone of r11BI,9AC3AC,Rest Hindbrain,EA37FF,8
r11BIp,17632,periventricular stratum of r11BI,9AC3AC,Rest Hindbrain,EA37FF,8
r11BIIZ,17633,r11 part of basointermediate intermediate zone,9AC3AC,Rest Hindbrain,EA37FF,8
r11BIi,17635,intermediate stratum of r11BI,9AC3AC,Rest Hindbrain,EA37FF,8
r11BIRt,17636,r11 part of basointermediate reticular formation,9AC3AC,Rest Hindbrain,EA37FF,8
r11BIs,17637,superficial stratum of r11BI,9AC3AC,Rest Hindbrain,EA37FF,8
r11BM,17638,medial part of r11B,89AE99,Rest Hindbrain,EA37FF,8
r11BMv,17639,ventricular zone of r11BM,89AE99,Rest Hindbrain,EA37FF,8
r11BMm,17640,mantle zone of r11BM,9AC3AC,Rest Hindbrain,EA37FF,8
r11BMp,17641,periventricular stratum of r11BM,9AC3AC,Rest Hindbrain,EA37FF,8
r11Ro,114403731,r11 part of nucleus of Roller,9AC3AC,Rest Hindbrain,EA37FF,8
r11-12M,17642,r11 part of hypoglossal motor nucleus,9AC3AC,Rest Hindbrain,EA37FF,8
r11BMi,17643,intermediate stratum of r11BM,9AC3AC,Rest Hindbrain,EA37FF,8
r11-RO,17644,r11 part of nucleus raphe obscurus,9AC3AC,Rest Hindbrain,EA37FF,8
r11BMRt,17645,r11 part of basomedial reticular formation,9AC3AC,Rest Hindbrain,EA37FF,8
r11Gi,17646,r11 part of gigantocellular reticular area,9AC3AC,Rest Hindbrain,EA37FF,8
r11GiV,17647,r11 part of ventral gigangocellular reticular area,9AC3AC,Rest Hindbrain,EA37FF,8
r11BMs,17648,superficial stratum of r11BM,9AC3AC,Rest Hindbrain,EA37FF,8
r11-RP,17649,r11 part of nucleus raphe pallidus,9AC3AC,Rest Hindbrain,EA37FF,8
r11-IO,127201621,r11 part of the inferior olive,9AC3AC,Rest Hindbrain,EA37FF,8
r11F,17650,r11 floor plate,789886,Rest Hindbrain,EA37FF,8
r11Fv,112892429,ventricular zone of r11F,6C8A79,Rest Hindbrain,EA37FF,8
r11Fm,112892431,mantle zone of r11F,89AE99,Rest Hindbrain,EA37FF,8
r11Fi,112892435,intermediate stratum of r11F,89AE99,Rest Hindbrain,EA37FF,8
r11Fs,112892437,superficial stratum of r11F,89AE99,Rest Hindbrain,EA37FF,8
SpAVv,17678,ventricular zone of the SpAV,EBE3D5,Spinal Cord,EBE3D5,8
 ,, , , , ,
r1Tr,16954,r1 part of trigeminal sensory column,EE5DFF,Rest Hindbrain,EA37FF,9
r1Trv,16955,ventricular zone of r1Tr,EE5DFF,Rest Hindbrain,EA37FF,9
r1Trm,16956,mantle zone of r1Tr,F284FF,Rest Hindbrain,EA37FF,9
r1Trp,111220630,periventricular stratum of r1Tr,F284FF,Rest Hindbrain,EA37FF,9
r1Tri,111220632,intermediate stratum of r1Tr,F284FF,Rest Hindbrain,EA37FF,9
r1DPCRt,16958,r1 part of dorsal parvicellular reticular formation,F284FF,Rest Hindbrain,EA37FF,9
r1Trs,111220634,superficial stratum of r1Tr,F284FF,Rest Hindbrain,EA37FF,9
r1Pr5,16957,r1 part of principal trigeminal sensory nucleus,F284FF,Rest Hindbrain,EA37FF,9
r1Limi,111220638,intermediate stratum of r1Lim,F284FF,Rest Hindbrain,EA37FF,9
r1VPCRt,16962,r1 part of ventral parvicellular reticular formation,F284FF,Rest Hindbrain,EA37FF,9
r2,17023,rhombomere 2,EE80FF,Rest Hindbrain,EA37FF,9
r2A,17025,r2 alar plate,EE80FF,Rest Hindbrain,EA37FF,9
r2Ve,17031,r2 part of vestibular sensory column,EE80FF,Rest Hindbrain,EA37FF,9
r2Vev,17032,ventricular zone of r2Ve,EE80FF,Rest Hindbrain,EA37FF,9
r2Vem,17033,mantle zone of r2Ve,F29EFF,Rest Hindbrain,EA37FF,9
r2Vep,111220656,periventricular stratum of r2Ve,F29EFF,Rest Hindbrain,EA37FF,9
r2Vei,111220658,intermediate stratum of r2Ve,F29EFF,Rest Hindbrain,EA37FF,9
r2SuVe,17034,r2 part of superior vestibular nucleus,F29EFF,Rest Hindbrain,EA37FF,9
r2Ves,111220660,superficial stratum of r2Ve,F29EFF,Rest Hindbrain,EA37FF,9
r2Tr,17036,r2 part of trigeminal sensory column,EE80FF,Rest Hindbrain,EA37FF,9
r2Trv,17037,ventricular zone of r2Tr,EE80FF,Rest Hindbrain,EA37FF,9
r2Trm,17038,mantle zone of r2Tr,F29EFF,Rest Hindbrain,EA37FF,9
r2Trp,111220662,periventricular stratum of r2Tr,F29EFF,Rest Hindbrain,EA37FF,9
r2Tri,111220664,intermediate stratum of r2Tr,F29EFF,Rest Hindbrain,EA37FF,9
r2-5Tr,17040,r2 part of trigeminal transition zone,F29EFF,Rest Hindbrain,EA37FF,9
r2DPCRt,17041,r2 part of dorsal parvicellular reticular formation,F29EFF,Rest Hindbrain,EA37FF,9
r2Trs,111220666,superficial stratum of r2Tr,F29EFF,Rest Hindbrain,EA37FF,9
r2Pr5,17039,r2 part of principal trigeminal sensory nucleus,F29EFF,Rest Hindbrain,EA37FF,9
r2Lim,17042,liminal part of r2 alar plate,EE80FF,Rest Hindbrain,EA37FF,9
r2Limv,17043,ventricular zone of r2Lim,EE80FF,Rest Hindbrain,EA37FF,9
r2Limm,17044,mantle zone of r2Lim,F29EFF,Rest Hindbrain,EA37FF,9
r2Limp,111220668,periventricular stratum of r2Lim,F29EFF,Rest Hindbrain,EA37FF,9
r2LimCG,17050,r2 liminal central gray,F29EFF,Rest Hindbrain,EA37FF,9
r2Limi,111220670,intermediate stratum of r2Lim,F29EFF,Rest Hindbrain,EA37FF,9
r2VPCRt,17051,r2 part of the ventral parvicellular reticular formation,F29EFF,Rest Hindbrain,EA37FF,9
r2Lims,111220672,superficial stratum of r2Lim,F29EFF,Rest Hindbrain,EA37FF,9
r2-5M,17045,r2 part of the trigeminal motor nucleus,F29EFF,Rest Hindbrain,EA37FF,9
5Te,17046,temporal muscle trigeminal motor cell group,F29EFF,Rest Hindbrain,EA37FF,9
5Ma,17047,masseter muscle trigeminal motor cell group,F29EFF,Rest Hindbrain,EA37FF,9
5Pt,17048,pterigoid muscle trigeminal motor cell group,F29EFF,Rest Hindbrain,EA37FF,9
5TT,17049,temporotympanic muscle trigeminal motor cell group,F29EFF,Rest Hindbrain,EA37FF,9
r2B,17053,r2 basal plate,CA6DD9,Rest Hindbrain,EA37FF,9
r2BL,17054,lateral part of r2B,D673E6,Rest Hindbrain,EA37FF,9
r2BLm,17056,mantle zone of r2BL,D673E6,Rest Hindbrain,EA37FF,9
r2BLp,17057,periventricular stratum of r2BL,D673E6,Rest Hindbrain,EA37FF,9
r2BLi,17058,intermediate stratum of r2BL,D673E6,Rest Hindbrain,EA37FF,9
r2BLRt,17062,r2 part of basolateral reticular formation,D673E6,Rest Hindbrain,EA37FF,9
r2BLs,17063,superficial stratum of r2BL,D673E6,Rest Hindbrain,EA37FF,9
r2VLL,17064,r2 part of ventral lateral lemniscal nucleus,D673E6,Rest Hindbrain,EA37FF,9
r2MPL,17060,r2 part of medial paralemniscal nucleus,D673E6,Rest Hindbrain,EA37FF,9
r2BIs,17078,superficial stratum of r2BI,D673E6,Rest Hindbrain,EA37FF,9
r2LPn,124372464,r2 part of lateral pontine nuclei,D673E6,Rest Hindbrain,EA37FF,9
PH,17092,pontine hindbrain,9442FF,Pons,9442FF,9
r3,17093,rhombomere 3,9442FF,Pons,9442FF,9
r3R,17094,r3 roof plate,B378FF,Pons,9442FF,9
r3A,17095,r3 alar plate,9442FF,Pons,9442FF,9
r3Ve,17101,r3 part of vestibular sensory column,9442FF,Pons,9442FF,9
r3Vev,17102,ventricular zone of r3Ve,9442FF,Pons,9442FF,9
r3Vem,17103,mantle zone of r3Ve,A35DFF,Pons,9442FF,9
r3Vep,111220688,periventricular stratum of r3Ve,A35DFF,Pons,9442FF,9
r3MVePC,17106,r3 part of parvicellular medial vestibular nucleus,A35DFF,Pons,9442FF,9
r3Vei,111220690,intermediate stratum of r3Ve,A35DFF,Pons,9442FF,9
r3MVeMC,17105,r3 part of magnocellular medial vestibular nucleus,A35DFF,Pons,9442FF,9
r3Ves,111220692,superficial stratum of r3Ve,A35DFF,Pons,9442FF,9
r3LVe,17104,r3 part of lateral vestibular nucleus,A35DFF,Pons,9442FF,9
r3Tr,17107,r3 part of trigeminal sensory column,9442FF,Pons,9442FF,9
r3Trm,17109,mantle zone of r3Tr,A35DFF,Pons,9442FF,9
r3Trp,111220694,periventricular stratum of r3Tr,A35DFF,Pons,9442FF,9
r3Tri,111220696,intermediate stratum of r3Tr,A35DFF,Pons,9442FF,9
r3-5Tr,17111,r3 part of trigeminal transition zone,A35DFF,Pons,9442FF,9
r3DPCRt,17112,r3 part of dorsal parvicellular reticular formation,A35DFF,Pons,9442FF,9
r3Trs,111220698,superficial stratum of r3Tr,A35DFF,Pons,9442FF,9
r3Sp5O,17110,r3 part of spinal trigeminal sensory column- oral part,A35DFF,Pons,9442FF,9
r3Lim,17113,liminal part of r3 alar plate,9442FF,Pons,9442FF,9
r3Limv,17114,ventricular zone of r3Lim,9442FF,Pons,9442FF,9
r3Limm,17115,mantle zone of r3Lim,A35DFF,Pons,9442FF,9
r3Limp,111220700,periventricular stratum of r3Lim,A35DFF,Pons,9442FF,9
r3LimCG,17122,r3 liminal central gray,A35DFF,Pons,9442FF,9
r3Limi,111220702,intermediate stratum of r3Lim,A35DFF,Pons,9442FF,9
r3VPCRt,17121,r3 part of ventral parvicellular reticular formation,A35DFF,Pons,9442FF,9
r3Lims,111220704,superficial stratum of r3Lim,A35DFF,Pons,9442FF,9
r3-5M,17116,r3 part of the trigeminal motor nucleus,A35DFF,Pons,9442FF,9
5ADi,17117,anterior digastric muscle trigeminal motor cell group,A35DFF,Pons,9442FF,9
r3B,17123,r3 basal plate,7635CC,Pons,9442FF,9
r3BL,17124,lateral part of r3B,7635CC,Pons,9442FF,9
r3BLv,17125,ventricular zone of r3BL,7635CC,Pons,9442FF,9
r3BLm,17126,mantle zone of r3BL,853BE6,Pons,9442FF,9
r3BLi,17129,intermediate stratum of r3BL,853BE6,Pons,9442FF,9
r3BLRt,17130,r3 part of basolateral reticular formation,853BE6,Pons,9442FF,9
r3BLs,17131,superficial stratum of r3BL,853BE6,Pons,9442FF,9
r3VLL,17118,r3 part of ventral lateral lemniscal nucleus,853BE6,Pons,9442FF,9
r3MPL,17119,r3 part of medial paralemniscal nucleus,853BE6,Pons,9442FF,9
r3BI,17132,intermediate part of r3B,7635CC,Pons,9442FF,9
r3BIm,17134,mantle zone of r3BI,853BE6,Pons,9442FF,9
r3BIi,17139,intermediate stratum of r3BI,853BE6,Pons,9442FF,9
r3BIRt,17140,r3 part of basointermediate reticular formation,853BE6,Pons,9442FF,9
r3BMi,17148,intermediate stratum of r3BM,853BE6,Pons,9442FF,9
r3RtTgS,17150,r3 part of reticulotegmental nucleus- shell portion,853BE6,Pons,9442FF,9
r4,17156,rhombomere 4,9E63FF,Pons,9442FF,9
r4A,17158,r4 alar plate,9E63FF,Pons,9442FF,9
r4Ve,17164,r4 part of vestibular sensory column,9E63FF,Pons,9442FF,9
r4Vev,17165,ventricular zone of r4Ve,9E63FF,Pons,9442FF,9
r4Vem,17166,mantle zone of r4Ve,AC79FF,Pons,9442FF,9
r4Vep,111220720,periventricular stratum of r4Ve,AC79FF,Pons,9442FF,9
r4MVePC,17169,r4 part of parvocellular medial vestibular nucleus,AC79FF,Pons,9442FF,9
r4Vei,111220722,intermediate stratum of r4Ve,AC79FF,Pons,9442FF,9
r4MVeMC,17168,r4 part of magnocellular medial vestibular nucleus,AC79FF,Pons,9442FF,9
r4Ves,111220724,superficial stratum of r4Ve,AC79FF,Pons,9442FF,9
r4LVe,17167,r4 part of lateral vestibular nucleus,AC79FF,Pons,9442FF,9
r4Tr,17170,r4 part of trigeminal sensory column,9E63FF,Pons,9442FF,9
r4Trm,17172,mantle zone of r4Tr,AC79FF,Pons,9442FF,9
r4Trp,111220726,periventricular stratum of r4Tr,AC79FF,Pons,9442FF,9
r4Tri,111220728,intermediate stratum of r4Tr,AC79FF,Pons,9442FF,9
r4DPCRt,17175,r4 part of dorsal parvicellular reticular formation,AC79FF,Pons,9442FF,9
r4Trs,111220730,superficial stratum of r4Tr,AC79FF,Pons,9442FF,9
r4Sp5O,17173,r4 part of descending trigeminal sensory nucleus- oral part,AC79FF,Pons,9442FF,9
r4Lim,17176,liminal part of r4 alar plate,9E63FF,Pons,9442FF,9
r4Limv,17177,ventricular zone of r4Lim,9E63FF,Pons,9442FF,9
r4Limm,17178,mantle zone of r4Lim,AC79FF,Pons,9442FF,9
r4Limp,111220732,periventricular stratum of r4Lim,AC79FF,Pons,9442FF,9
r4LimCG,17179,r4 liminal central gray,AC79FF,Pons,9442FF,9
r4Limi,111220734,intermediate stratum of r4Lim,AC79FF,Pons,9442FF,9
r4VPCRt,17180,r4 part of ventral parvicellular reticular formation,AC79FF,Pons,9442FF,9
r4Lims,111220736,superficial stratum of r4Lim,AC79FF,Pons,9442FF,9
r4B,17182,r4 basal plate,7E4FCC,Pons,9442FF,9
r4BL,17183,lateral part of r4B,7E4FCC,Pons,9442FF,9
r4BLv,17184,ventricular zone of r4BL,7E4FCC,Pons,9442FF,9
r4BLm,17185,mantle zone of r4BL,8E59E6,Pons,9442FF,9
r4BLp,17186,periventricular stratum of r4BL,8E59E6,Pons,9442FF,9
r4BLi,17188,intermediate stratum of r4BL,8E59E6,Pons,9442FF,9
r4BLRt,17191,r4 part of basolateral reticular formation,8E59E6,Pons,9442FF,9
r4BLs,17192,superficial stratum of r4BL,8E59E6,Pons,9442FF,9
r4VLL,17193,r4 part of ventral lateral lemniscal nucleus,8E59E6,Pons,9442FF,9
r4MPL,17194,r4 part of medial paralemniscal nucleus,8E59E6,Pons,9442FF,9
r4BI,17196,intermediate part of r4B,7E4FCC,Pons,9442FF,9
r4BIv,17197,ventricular zone of r4BI,7E4FCC,Pons,9442FF,9
r4BIm,17198,mantle zone of r4BI,8E59E6,Pons,9442FF,9
r4BIi,17203,intermediate stratum of r4BI,8E59E6,Pons,9442FF,9
r4BIRt,17204,r4 part of basointermediate reticular formation,8E59E6,Pons,9442FF,9
r4BMi,17212,intermediate stratum of r4BM,8E59E6,Pons,9442FF,9
r4RtTgS,17213,r4 part of reticulotegmental nucleus- shell portion,8E59E6,Pons,9442FF,9
PMH,17220,pontomedullary hindbrain,37A7FF,Rest Hindbrain,EA37FF,9
r5,17221,rhombomere 5,37A7FF,Rest Hindbrain,EA37FF,9
r5R,17222,r5 roof plate,70C0FF,Rest Hindbrain,EA37FF,9
r5A,17223,r5 alar plate,37A7FF,Rest Hindbrain,EA37FF,9
r5Ve,17229,r5 part of the vestibular column,37A7FF,Rest Hindbrain,EA37FF,9
r5Vev,17230,ventricular zone of r5Ve,37A7FF,Rest Hindbrain,EA37FF,9
r5Vem,17231,mantle zone of r5Ve,5DB8FF,Rest Hindbrain,EA37FF,9
r5Vep,111220752,periventricular stratum of r5Ve,5DB8FF,Rest Hindbrain,EA37FF,9
r5MVePC,17234,r5 part of parvocellular medial vestibular nucleus,5DB8FF,Rest Hindbrain,EA37FF,9
r5Vei,111220754,intermediate stratum of r5Ve,5DB8FF,Rest Hindbrain,EA37FF,9
r5MVeMC,17233,r5 part of magnocellular medial vestibular nucleus,5DB8FF,Rest Hindbrain,EA37FF,9
r5Ves,111220756,superficial stratum of r5Ve,5DB8FF,Rest Hindbrain,EA37FF,9
r5SpVe,17232,r5 part of spinal vestibular nucleus,5DB8FF,Rest Hindbrain,EA37FF,9
r5Tr,17235,r5 part of the trigeminal column,37A7FF,Rest Hindbrain,EA37FF,9
r5Trv,17236,ventricular zone of r5Tr,37A7FF,Rest Hindbrain,EA37FF,9
r5Trm,17237,mantle zone of r5Tr,5DB8FF,Rest Hindbrain,EA37FF,9
r5Trp,111220758,periventricular stratum of r5Tr,5DB8FF,Rest Hindbrain,EA37FF,9
r5Tri,111220760,intermediate stratum of r5Tr,5DB8FF,Rest Hindbrain,EA37FF,9
r5DPCRt,17241,r5 part of dorsal parvicellular reticular formation,5DB8FF,Rest Hindbrain,EA37FF,9
r5Trs,111220762,superficial stratum of r5Tr,5DB8FF,Rest Hindbrain,EA37FF,9
r5Sp5O,17238,r5 part of the oral Sp5 subnucleus,5DB8FF,Rest Hindbrain,EA37FF,9
r5Lim,17242,liminal part of the r5 alar plate,37A7FF,Rest Hindbrain,EA37FF,9
r5Limv,17243,ventricular zone of r5Lim,37A7FF,Rest Hindbrain,EA37FF,9
r5Limm,17244,mantle zone of r5Lim,5DB8FF,Rest Hindbrain,EA37FF,9
r5Limp,111220764,periventricular stratum of r5Lim,5DB8FF,Rest Hindbrain,EA37FF,9
r5LimCG,17245,r5 liminal central gray,5DB8FF,Rest Hindbrain,EA37FF,9
r5Limi,111220766,intermediate stratum of r5Lim,5DB8FF,Rest Hindbrain,EA37FF,9
r5VPCRt,17246,r5 part of ventral parvicellular reticular formation,5DB8FF,Rest Hindbrain,EA37FF,9
r5Lims,111220768,superficial stratum of r5Lim,5DB8FF,Rest Hindbrain,EA37FF,9
r5A5,17247,r5 part of A5 noradrenergic cell group,5DB8FF,Rest Hindbrain,EA37FF,9
CAT,17249,nucleus of the central acoustic tract,5DB8FF,Rest Hindbrain,EA37FF,9
r5B,17250,r5 basal plate,2C86CC,Rest Hindbrain,EA37FF,9
r5BL,17251,lateral part of r5B,2C86CC,Rest Hindbrain,EA37FF,9
r5BLv,17252,ventricular zone of r5BL,2C86CC,Rest Hindbrain,EA37FF,9
r5BLm,17253,mantle zone of r5BL,3.30E+09,Rest Hindbrain,EA37FF,9
r5BLi,17256,intermediate stratum of 5BL,3.30E+09,Rest Hindbrain,EA37FF,9
