STRUCTURE,STRUCTUREID,STRUCTUREFULLNAME,STRUCTURECOLOR,STRUCTUREREGION,STRUCTUREREGIONCOLOR,CLUSTER
r5Fp,112892367,periventricular stratum of r5F,2C86CC,Rest Hindbrain,EA37FF,5
r5Fi,112892369,intermediate stratum of r5F,2C86CC,Rest Hindbrain,EA37FF,5
r5Fs,112892371,superficial stratum of r5F,2C86CC,Rest Hindbrain,EA37FF,5
r6,17290,rhombomere 6,5DB8FF,Rest Hindbrain,EA37FF,5
r6R,17291,r6 roof plate,8BCCFF,Rest Hindbrain,EA37FF,5
r6A,17292,r6 alar plate,5DB8FF,Rest Hindbrain,EA37FF,5
r6Av,111220774,ventricular zone of r6A,5DB8FF,Rest Hindbrain,EA37FF,5
r6Am,111220776,mantle zone of r6A,7CC6FF,Rest Hindbrain,EA37FF,5
r6Co,17293,r6 part of the cochlear column,5DB8FF,Rest Hindbrain,EA37FF,5
r6Cov,17294,ventricular zone of r6Co,5DB8FF,Rest Hindbrain,EA37FF,5
r6Com,17295,mantle zone of r6Co,7CC6FF,Rest Hindbrain,EA37FF,5
r6Cop,111220778,periventricular stratum of r6Co,7CC6FF,Rest Hindbrain,EA37FF,5
r6DC,17296,r6 part of dorsal cochlear nucleus,7CC6FF,Rest Hindbrain,EA37FF,5
r6Coi,111220780,intermediate stratum of r6Co,7CC6FF,Rest Hindbrain,EA37FF,5
r6Cos,111220782,superficial stratum of r6Co,7CC6FF,Rest Hindbrain,EA37FF,5
r6PVC,17297,r6 part of posteroventral cochlear nucleus,7CC6FF,Rest Hindbrain,EA37FF,5
r6Ve,17298,r6 part of the vestibular column,5DB8FF,Rest Hindbrain,EA37FF,5
r6Vev,17299,ventricular zone of r6Ve,5DB8FF,Rest Hindbrain,EA37FF,5
r6Vem,17300,mantle zone of r6Ve,7CC6FF,Rest Hindbrain,EA37FF,5
r6Vep,111220784,periventricular stratum of r6Ve,7CC6FF,Rest Hindbrain,EA37FF,5
r6MVePC,17303,r6 part of parvocellular medial vestibular nucleus,7CC6FF,Rest Hindbrain,EA37FF,5
r6Vei,111220786,intermediate stratum of r6Ve,7CC6FF,Rest Hindbrain,EA37FF,5
r6MVeMC,17302,r6 part of magnocellular medial vestibular nucleus,7CC6FF,Rest Hindbrain,EA37FF,5
r6Ves,111220788,superficial stratum of r6Ve,7CC6FF,Rest Hindbrain,EA37FF,5
r6SpVe,17301,r6 part of spinal vestibular nucleus,7CC6FF,Rest Hindbrain,EA37FF,5
r6Tr,17304,r6 part of the trigeminal column,5DB8FF,Rest Hindbrain,EA37FF,5
r6Trv,17305,ventricular zone of r6Tr,5DB8FF,Rest Hindbrain,EA37FF,5
r6Trm,17306,mantle zone of r6Tr,7CC6FF,Rest Hindbrain,EA37FF,5
r6Trp,111220790,periventricular stratum of r6Tr,7CC6FF,Rest Hindbrain,EA37FF,5
r6Sol,17309,r6 (gustatory) part of solitary complex,7CC6FF,Rest Hindbrain,EA37FF,5
r6Tri,111220792,intermediate stratum of r6Tr,7CC6FF,Rest Hindbrain,EA37FF,5
r6-5Tr,17308,r6 part of trigeminal transition zone,7CC6FF,Rest Hindbrain,EA37FF,5
r6DPCRt,17310,r6 part of dorsal parvicellular reticular formation,7CC6FF,Rest Hindbrain,EA37FF,5
r6Trs,111220794,superficial stratum of r6Tr,7CC6FF,Rest Hindbrain,EA37FF,5
r6Sp5O,17307,r6 part of spinal trigeminal nucleus- pars oralis,7CC6FF,Rest Hindbrain,EA37FF,5
r6Lim,17311,liminal part of the r6 alar plate,5DB8FF,Rest Hindbrain,EA37FF,5
r6Limv,17312,ventricular zone of r6Lim,5DB8FF,Rest Hindbrain,EA37FF,5
r6Limm,17313,mantle zone of r6Lim,7CC6FF,Rest Hindbrain,EA37FF,5
r6Limp,111220796,periventricular stratum of r6Lim,7CC6FF,Rest Hindbrain,EA37FF,5
r6LimCG,17314,r6 liminal central gray,7CC6FF,Rest Hindbrain,EA37FF,5
r6Limi,111220798,intermediate stratum of r6Lim,7CC6FF,Rest Hindbrain,EA37FF,5
r6VPCRt,17315,r6 part of ventral parvicellular reticular formation,7CC6FF,Rest Hindbrain,EA37FF,5
IS,17316,inferior salivatory parasympathetic nucleus,7CC6FF,Rest Hindbrain,EA37FF,5
r6Lims,111220800,superficial stratum of r6Lim,7CC6FF,Rest Hindbrain,EA37FF,5
7M,17317,facial motor nucleus,7CC6FF,Rest Hindbrain,EA37FF,5
r6B,17318,r6 basal plate,4A93CC,Rest Hindbrain,EA37FF,5
r6Bv,111220802,ventricular zone of r6B,4A93CC,Rest Hindbrain,EA37FF,5
r6Bm,111220804,mantle zone of r6B,54A6E6,Rest Hindbrain,EA37FF,5
r6BL,17319,lateral part of r6B,4A93CC,Rest Hindbrain,EA37FF,5
r6BLv,17320,ventricular zone of r6BL,4A93CC,Rest Hindbrain,EA37FF,5
r6BLm,17321,mantle zone of r6BL,54A6E6,Rest Hindbrain,EA37FF,5
r6BLp,17322,periventricular stratum of r6BL,54A6E6,Rest Hindbrain,EA37FF,5
r6BLIZ,17323,r6 part of basolateral intermediate zone,54A6E6,Rest Hindbrain,EA37FF,5
r6BLi,17324,intermediate stratum of r6BL,54A6E6,Rest Hindbrain,EA37FF,5
r6BLRt,17325,r6 part of the basolateral reticular formation,54A6E6,Rest Hindbrain,EA37FF,5
r6BLs,17326,superficial stratum of r6BL,54A6E6,Rest Hindbrain,EA37FF,5
RTZ,17327,retrotrapezoid nucleus,54A6E6,Rest Hindbrain,EA37FF,5
r6BI,17328,intermediate part of r6B,4A93CC,Rest Hindbrain,EA37FF,5
r6BIv,17329,ventricular zone of r6BI,4A93CC,Rest Hindbrain,EA37FF,5
r6BIm,17330,mantle zone of r6BI,54A6E6,Rest Hindbrain,EA37FF,5
r6BIp,17331,periventricular stratum of r6BI,54A6E6,Rest Hindbrain,EA37FF,5
r6BIIZ,17332,r6 part of basointermediate intermediate zone,54A6E6,Rest Hindbrain,EA37FF,5
r6BIi,17333,intermediate stratum of r6BI,54A6E6,Rest Hindbrain,EA37FF,5
r6BIRt,17334,r6 part of basointermediate reticular formation,54A6E6,Rest Hindbrain,EA37FF,5
r6BIs,17335,superficial stratum of r6BI,54A6E6,Rest Hindbrain,EA37FF,5
r6PGi,17336,r6 part of paragigantocellular nucleus,54A6E6,Rest Hindbrain,EA37FF,5
r6RVM,17337,r6 part of rostral ventromedial reticular area,54A6E6,Rest Hindbrain,EA37FF,5
r6BM,17338,medial part of r6B,4A93CC,Rest Hindbrain,EA37FF,5
r6BMv,17339,ventricular zone of r6BM,4A93CC,Rest Hindbrain,EA37FF,5
r6BMm,17340,mantle zone of r6BM,54A6E6,Rest Hindbrain,EA37FF,5
r6BMp,17341,periventricular stratum of r6BM,54A6E6,Rest Hindbrain,EA37FF,5
r6Pr,17342,r6 part of nucleus prepositus,54A6E6,Rest Hindbrain,EA37FF,5
r6BMi,17343,intermediate stratum of r6BM,54A6E6,Rest Hindbrain,EA37FF,5
r6BMRt,17344,r6 part of basomedial reticular formation,54A6E6,Rest Hindbrain,EA37FF,5
r6RM,17345,raphe magnus nucleus- r6 part,54A6E6,Rest Hindbrain,EA37FF,5
r6Gi,17346,r6 part of gigantocellular reticular area,54A6E6,Rest Hindbrain,EA37FF,5
r6GiV,17347,r6 part of ventral gigangocellular reticular area,54A6E6,Rest Hindbrain,EA37FF,5
r6BMs,17348,superficial stratum of r6BM,54A6E6,Rest Hindbrain,EA37FF,5
r6-RP,17349,r6 part of nucleus raphe pallidus,54A6E6,Rest Hindbrain,EA37FF,5
r6PPy,17350,r6 part of parapyramidal nucleus,54A6E6,Rest Hindbrain,EA37FF,5
r6F,17351,r6 floor plate,4181B3,Rest Hindbrain,EA37FF,5
r6Fv,112892373,ventricular zone of r6F,3E7CAB,Rest Hindbrain,EA37FF,5
r6Fm,112892375,mantle zone of r6F,4A93CC,Rest Hindbrain,EA37FF,5
r6Fp,112892377,periventricular stratum of r6F,4A93CC,Rest Hindbrain,EA37FF,5
r6Fi,112892379,intermediate stratum of r6F,4A93CC,Rest Hindbrain,EA37FF,5
r6Fs,112892381,superficial stratum of r6F,4A93CC,Rest Hindbrain,EA37FF,5
 ,, , , , ,
NP,15565,neural plate,C86A39,Rest Forebrain,C86A39,6
RSP,15568,rostral secondary prosencephalon,A84D10,Hypothalamus,A84D10,6
POTel,15569,preoptic telencephalon,A84D10,Hypothalamus,A84D10,6
POR,15570,preoptic roof plate,C86A39,Hypothalamus,A84D10,6
RSCom,15571,rostral septocommissural area,C86A39,Hypothalamus,A84D10,6
RSComv,15572,ventricular zone of RSCom,C35C2E,Hypothalamus,A84D10,6
ACBed,15573,anterior commissure bed,C86A39,Hypothalamus,A84D10,6
RSComm,15574,mantle zone of RSCom,C86A39,Hypothalamus,A84D10,6
MnPOC,15575,median preoptic nucleus- commissural part,C86A39,Hypothalamus,A84D10,6
POA,15576,preoptic alar plate,A84D10,Hypothalamus,A84D10,6
PO,15577,preoptic area,A84D10,Hypothalamus,A84D10,6
POv,111220530,ventricular zone of PO,A84D10,Hypothalamus,A84D10,6
POm,111220532,mantle zone of PO,B46632,Hypothalamus,A84D10,6
LTer,15578,lamina terminalis area,B46632,Hypothalamus,A84D10,6
LTerv,15579,ventricular zone of LTer,A84D10,Hypothalamus,A84D10,6
LTerm,15580,mantle zone of LTer,B46632,Hypothalamus,A84D10,6
LTerp,15581,periventricular stratum of the LTer,B46632,Hypothalamus,A84D10,6
VOLT,15582,vascular organ of the lamina terminalis,B46632,Hypothalamus,A84D10,6
LTeri,15583,intermediate stratum of the LTer,B46632,Hypothalamus,A84D10,6
MnPOI,15584,median preoptic nucleus- intermediate part,B46632,Hypothalamus,A84D10,6
LTers,15585,superficial stratum of the LTer,B46632,Hypothalamus,A84D10,6
MnPOS,15586,median preoptic nucleus- superficial part,B46632,Hypothalamus,A84D10,6
PO1,15587,first (dorsal) preoptic domain,A84D10,Hypothalamus,A84D10,6
PO1v,15588,ventricular zone of PO1,A84D10,Hypothalamus,A84D10,6
PO1m,15589,mantle zone of PO1,B46632,Hypothalamus,A84D10,6
PO1p,15590,periventricular stratum of PO1,B46632,Hypothalamus,A84D10,6
AVPe,15591,anteroventral periventricular preoptic nucleus,B46632,Hypothalamus,A84D10,6
DSPO,15592,dorsal septopreoptic nucleus,B46632,Hypothalamus,A84D10,6
PO1i,15593,intermediate stratum of PO1,B46632,Hypothalamus,A84D10,6
PS,15594,parastrial preoptic nucleus,B46632,Hypothalamus,A84D10,6
DMPAi,15595,dorsomedial preoptic area- intermediate part,B46632,Hypothalamus,A84D10,6
LPO1,15596,lateral preoptic area- PO1 part,B46632,Hypothalamus,A84D10,6
PO1s,15597,superficial stratum of PO1,B46632,Hypothalamus,A84D10,6
DMPAs,15598,dorsomedial preoptic area- superficial part,B46632,Hypothalamus,A84D10,6
PO2,15599,second (ventral) preoptic domain,A84D10,Hypothalamus,A84D10,6
PO2v,15600,ventricular zone of PO2,A84D10,Hypothalamus,A84D10,6
PO2m,15601,mantle zone of PO2,B46632,Hypothalamus,A84D10,6
PO2p,15602,periventricular stratum of PO2,B46632,Hypothalamus,A84D10,6
MPOPe,15603,medial preoptic periventricular stratum,B46632,Hypothalamus,A84D10,6
MPO,15604,medial preoptic nucleus,B46632,Hypothalamus,A84D10,6
MPOL,15605,lateral part of MPO,B46632,Hypothalamus,A84D10,6
MPOM,15606,medial part of MPO,B46632,Hypothalamus,A84D10,6
MPOC,15607,central part of MPO,B46632,Hypothalamus,A84D10,6
PO2i,15608,intermediate stratum of PO2,B46632,Hypothalamus,A84D10,6
LPO2,15609,lateral preoptic nucleus- PO2 part,B46632,Hypothalamus,A84D10,6
PO2s,15610,superficial stratum of PO2,B46632,Hypothalamus,A84D10,6
VMPO,15611,ventromedial preoptic nucleus,B46632,Hypothalamus,A84D10,6
VLPO,15612,ventrolateral preoptic nucleus,B46632,Hypothalamus,A84D10,6
POH,15613,preopto-hypothalamic band,A84D10,Hypothalamus,A84D10,6
POHv,15614,ventricular zone of POH,A84D10,Hypothalamus,A84D10,6
POHm,15615,mantle zone of POH,B46632,Hypothalamus,A84D10,6
POHp,15616,periventricular stratum of POH,B46632,Hypothalamus,A84D10,6
POHi,15617,intermediate stratum of POH,B46632,Hypothalamus,A84D10,6
StHy,15618,striohypothalamic nucleus,B46632,Hypothalamus,A84D10,6
POHA,15619,preopto-hypothalamic area,B46632,Hypothalamus,A84D10,6
POHs,15620,superficial stratum of POH,B46632,Hypothalamus,A84D10,6
ESO,15621,episupraoptic nucleus,B46632,Hypothalamus,A84D10,6
THy,15622,terminal hypothalamus (rostral hypothalamus),A8663A,Hypothalamus,A84D10,6
THyA,15623,alar part of terminal hypothalamus,A8663A,Hypothalamus,A84D10,6
TPaA,15624,terminal paraventricular area of THyA,A8663A,Hypothalamus,A84D10,6
TPaAv,15625,ventricular zone of TPaA,A8663A,Hypothalamus,A84D10,6
TPaAm,15626,mantle zone of TPaA,B0754D,Hypothalamus,A84D10,6
TPaAp,15627,periventricular stratum of TPaA,B0754D,Hypothalamus,A84D10,6
RPa,15628,rostral paraventricular nucleus,B0754D,Hypothalamus,A84D10,6
TPaAi,15629,intermediate stratum of TPaA,B0754D,Hypothalamus,A84D10,6
LA,15630,lateral anterior hypothalamic nucleus,B0754D,Hypothalamus,A84D10,6
TSM,15631,terminal nucleus of the stria medullaris,B0754D,Hypothalamus,A84D10,6
TPaAs,15632,superficial stratum of TPaA,B0754D,Hypothalamus,A84D10,6
SO,15633,supraoptic nucleus,B0754D,Hypothalamus,A84D10,6
ES,15634,eye vesicle- stalk/nerve,A8663A,Hypothalamus,A84D10,6
EPg,15635,eye vesicle- pigmented retina,A8663A,Hypothalamus,A84D10,6
EN,15636,eye vesicle- neural retina,A8663A,Hypothalamus,A84D10,6
ENv,15637,ventricular zone of neural retina,A8663A,Hypothalamus,A84D10,6
ENm,15638,mantle zone of neural retina,B0754D,Hypothalamus,A84D10,6
ENp,15639,periventricular stratum of the retina,B0754D,Hypothalamus,A84D10,6
ON,15640,outer nuclear layer (photoreceptor layer),B0754D,Hypothalamus,A84D10,6
OPL,15641,outer plexiform layer,B0754D,Hypothalamus,A84D10,6
ENi,15642,intermediate stratum of the retina,B0754D,Hypothalamus,A84D10,6
Hor,15643,horizontal cell layer,B0754D,Hypothalamus,A84D10,6
Bi,15644,bipolar cell layer,B0754D,Hypothalamus,A84D10,6
Mu,15645,Mueller cell layer,B0754D,Hypothalamus,A84D10,6
Acr,15646,amacrine cell layer,B0754D,Hypothalamus,A84D10,6
IPL,15647,inner plexiform layer,B0754D,Hypothalamus,A84D10,6
ENs,15648,superficial stratum of the retina,B0754D,Hypothalamus,A84D10,6
GCL,15649,ganglion cell layer,B0754D,Hypothalamus,A84D10,6
GC,15650,ganglion cells,B0754D,Hypothalamus,A84D10,6
IAcr,15651,inverted amacrine cells,B0754D,Hypothalamus,A84D10,6
OF,15652,optic fiber layer,B0754D,Hypothalamus,A84D10,6
TSPaA,15653,terminal subparaventricular area of THyA,A8663A,Hypothalamus,A84D10,6
TSPaAv,15654,ventricular zone of TSPaA,A8663A,Hypothalamus,A84D10,6
TSPaAm,15655,mantle zone of TSPaA,B0754D,Hypothalamus,A84D10,6
TSPaAp,15656,periventricular stratum of TSPaA,B0754D,Hypothalamus,A84D10,6
SCHp,15657,suprachiasmatic nucleus- periventricular part,B0754D,Hypothalamus,A84D10,6
TSPa,15658,terminal subparaventricular area,B0754D,Hypothalamus,A84D10,6
TSPaAi,15659,intermediate stratum of TSPaA,B0754D,Hypothalamus,A84D10,6
SCH,15660,suprachiasmatic nucleus,B0754D,Hypothalamus,A84D10,6
SCHc,15661,core of SCH,B0754D,Hypothalamus,A84D10,6
AH,15662,anterior hypothalamic nucleus,B0754D,Hypothalamus,A84D10,6
TSPaAs,15663,superficial stratum of TSPaA,B0754D,Hypothalamus,A84D10,6
SCHs,15664,shell of SCH,B0754D,Hypothalamus,A84D10,6
TC,15665,tuber cinereum area,B0754D,Hypothalamus,A84D10,6
THyB,15666,basal part of terminal hypothalamus,86522E,Hypothalamus,A84D10,6
THyB-D,15667,dorsal part of THyB,86522E,Hypothalamus,A84D10,6
THyB-Dv,15668,ventricular zone of THyB-D,86522E,Hypothalamus,A84D10,6
THyB-Dm,15669,mantle zone of THyB-D,975C34,Hypothalamus,A84D10,6
THyB-Dp,15670,periventricular stratum of THyB-D,975C34,Hypothalamus,A84D10,6
ABasp,15671,periventricular part of the anterobasal nucleus,975C34,Hypothalamus,A84D10,6
VMHp,15672,periventricular domain associated to VMH,975C34,Hypothalamus,A84D10,6
THyB-Di,15673,intermediate stratum of THyB-D,975C34,Hypothalamus,A84D10,6
ABasc,15674,core part of the anterobasal nucleus,975C34,Hypothalamus,A84D10,6
VMH,15675,ventromedial hypothalamic nucleus,975C34,Hypothalamus,A84D10,6
VMHdm,15676,dorsomedial part of VMH,975C34,Hypothalamus,A84D10,6
VMHce,15677,central part of VMH,975C34,Hypothalamus,A84D10,6
VMHvl,15678,ventrolateral part of VMH,975C34,Hypothalamus,A84D10,6
VMHsh,15679,shell of VMH,975C34,Hypothalamus,A84D10,6
THyB-Ds,15680,superficial stratum of THyB-D,975C34,Hypothalamus,A84D10,6
ABass,15681,shell part of the anterobasal nucleus,975C34,Hypothalamus,A84D10,6
SbO,15682,suboptic nucleus,975C34,Hypothalamus,A84D10,6
Tu,15683,tuberal nucleus,975C34,Hypothalamus,A84D10,6
THyB-I,15684,intermediate part of THyB,86522E,Hypothalamus,A84D10,6
THyB-Iv,15685,ventricular zone of THyB-I,86522E,Hypothalamus,A84D10,6
THyB-Im,15686,mantle zone of THyB-I,975C34,Hypothalamus,A84D10,6
THyB-Ip,15687,periventricular stratum of THyB-I,975C34,Hypothalamus,A84D10,6
Arcp,15688,periventricular part of the arcuate nucleus,975C34,Hypothalamus,A84D10,6
ME,15689,median eminence,975C34,Hypothalamus,A84D10,6
Inf,15690,infundibulum,975C34,Hypothalamus,A84D10,6
NHy,15691,neurohypophysis,975C34,Hypothalamus,A84D10,6
T-DMHp,15692,periventricular domain associated to T-DMH,975C34,Hypothalamus,A84D10,6
THyB-Ii,15693,intermediate stratum of THyB-I,975C34,Hypothalamus,A84D10,6
T-DMH,15694,dorsomedial nucleus- terminal part,975C34,Hypothalamus,A84D10,6
T-DMHc,15695,core of T-DMH,975C34,Hypothalamus,A84D10,6
T-DMHs,15696,shell of T-DMH,975C34,Hypothalamus,A84D10,6
Arci,15697,intermediate part of the arcuate nucleus,975C34,Hypothalamus,A84D10,6
PMV,15698,ventral premammillary nucleus (migrated),975C34,Hypothalamus,A84D10,6
THyB-Is,15699,superficial stratum of THyB-I,975C34,Hypothalamus,A84D10,6
Arcs,15700,superficial part of arcuate nucleus,975C34,Hypothalamus,A84D10,6
MTu,15701,medial tuberal nucleus,975C34,Hypothalamus,A84D10,6
THyB-V,15702,ventral part of THyB,86522E,Hypothalamus,A84D10,6
THyB-Vv,15703,ventricular zone of THyB-V,86522E,Hypothalamus,A84D10,6
T-HVO,15704,hypothalamic ventricular organ- terminal part,975C34,Hypothalamus,A84D10,6
THyB-Vm,15705,mantle zone of THyB-V,975C34,Hypothalamus,A84D10,6
THyB-Vp,15706,periventricular stratum of THyB-V,975C34,Hypothalamus,A84D10,6
VTMp,15707,ventral tuberomammillary nucleus- pervientricular part (histaminergic),975C34,Hypothalamus,A84D10,6
THyB-Vi,15708,intermediate stratum of THyB-V,975C34,Hypothalamus,A84D10,6
VTMi,15709,ventral tuberomammillary nucleus- intermediate part (histaminergic),975C34,Hypothalamus,A84D10,6
THyB-Vs,15710,superficial stratum of THyB-V,975C34,Hypothalamus,A84D10,6
VTMs,15711,ventral tuberomammillary nucleus- superficial part (histaminergic),975C34,Hypothalamus,A84D10,6
THyB-P,15712,perimammillary part of THyB,86522E,Hypothalamus,A84D10,6
THyB-Pv,15713,ventricular zone of THyB-P,86522E,Hypothalamus,A84D10,6
MRO,15714,mammillary recess organ,975C34,Hypothalamus,A84D10,6
THyB-Pm,15715,mantle zone of THyB-P,975C34,Hypothalamus,A84D10,6
THyB-Pp,15716,periventricular stratum of THyB-P,975C34,Hypothalamus,A84D10,6
PPeM,15717,periventricular perimammillary area,975C34,Hypothalamus,A84D10,6
THyB-Pi,15718,intermediate stratum of THyB-P,975C34,Hypothalamus,A84D10,6
PMD,15719,dorsal premammillary nucleus,975C34,Hypothalamus,A84D10,6
THyB-Ps,15720,superficial stratum of THyB-P,975C34,Hypothalamus,A84D10,6
Te,15721,terete nucleus,975C34,Hypothalamus,A84D10,6
THyB-M,15722,mammillary part of THyB,86522E,Hypothalamus,A84D10,6
Mam,15723,mammillary area,86522E,Hypothalamus,A84D10,6
Mamv,15724,ventricular zone of Mam,86522E,Hypothalamus,A84D10,6
Mamm,15725,mantle zone of Mam,975C34,Hypothalamus,A84D10,6
Mamp,15726,periventricular stratum of Mam,975C34,Hypothalamus,A84D10,6
MnM,15727,median mammillary nucleus,975C34,Hypothalamus,A84D10,6
Mami,15728,intermediate stratum of Mam,975C34,Hypothalamus,A84D10,6
MM,15729,medial mammillary nucleus,975C34,Hypothalamus,A84D10,6
MMm,15730,medial part of MM,975C34,Hypothalamus,A84D10,6
MMl,15731,lateral part of MM,975C34,Hypothalamus,A84D10,6
MMp,15732,posterior part of MM,975C34,Hypothalamus,A84D10,6
Mams,15733,superficial stratum of Mam,975C34,Hypothalamus,A84D10,6
LM,15734,lateral mammillary nucleus,975C34,Hypothalamus,A84D10,6
VTMm,15735,ventral tuberomammillary nucleus- migrated part (histaminergic),975C34,Hypothalamus,A84D10,6
THyF,15736,floor of terminal hypothalamus,6D4226,Hypothalamus,A84D10,6
MamF,15737,mammillary floor,613A1F,Hypothalamus,A84D10,6
PHyA,16212,alar part of peduncular hypothalamus,DF7257,Rest Forebrain,C86A39,6
PPaA,16213,peduncular paraventricular area of PHyA,DF7257,Rest Forebrain,C86A39,6
PPav,16214,ventricular zone of PPaA,DF7257,Rest Forebrain,C86A39,6
PPam,16215,mantle zone of PPaA,E4866F,Rest Forebrain,C86A39,6
PPap,16216,periventricular stratum of PPaA,E4866F,Rest Forebrain,C86A39,6
PPa,16217,paraventricular nucleus- peduncular or principal part,E4866F,Rest Forebrain,C86A39,6
PaD,16218,paraventricular nucleus- dorsal part,E4866F,Rest Forebrain,C86A39,6
PaC,16219,paraventricular nucleus- cap part,E4866F,Rest Forebrain,C86A39,6
Pacap,16220,cap part of PPa,E4866F,Rest Forebrain,C86A39,6
PaLM,16221,lateral magnocellular part of PPa,E4866F,Rest Forebrain,C86A39,6
PaMM,16222,medial magnocellular part of PPa,E4866F,Rest Forebrain,C86A39,6
PaMP,16223,medial parvicellular part of PPa,E4866F,Rest Forebrain,C86A39,6
PaR,16224,paraventricular nucleus- rostral part,E4866F,Rest Forebrain,C86A39,6
PPai,16225,intermediate stratum of PPaA,E4866F,Rest Forebrain,C86A39,6
PaL,16226,paraventricular nucleus- lateral part,E4866F,Rest Forebrain,C86A39,6
UDPeF,16227,upper dorsal perifornical nucleus,E4866F,Rest Forebrain,C86A39,6
UDLH,16228,upper dorsal lateral hypothalamic area,E4866F,Rest Forebrain,C86A39,6
LPo,16229,lateral posterior nucleus,E4866F,Rest Forebrain,C86A39,6
PSM,16230,peduncular nucleus of the stria medullaris,E4866F,Rest Forebrain,C86A39,6
PPas,16231,superficial stratum of PPaA,E4866F,Rest Forebrain,C86A39,6
EPD,16232,dorsal entopeduncular nucleus,E4866F,Rest Forebrain,C86A39,6
PSPa,16233,peduncular subparaventricular area,DF7257,Rest Forebrain,C86A39,6
PSPav,16234,ventricular zone of PSPa,DF7257,Rest Forebrain,C86A39,6
PSPam,16235,mantle zone of PSPa,E4866F,Rest Forebrain,C86A39,6
PSPap,16236,periventricular stratum of PSPa,E4866F,Rest Forebrain,C86A39,6
AHPp,16237,posterior anterior hypothalamic area- periventricular part,E4866F,Rest Forebrain,C86A39,6
A13,16238,A13 dopaminergic cell group,E4866F,Rest Forebrain,C86A39,6
PSPai,16239,intermediate stratum of PSPa,E4866F,Rest Forebrain,C86A39,6
AHP,16240,posterior part of anterior hypothalamic nucleus,E4866F,Rest Forebrain,C86A39,6
Stg,16241,stigmoid nucleus,E4866F,Rest Forebrain,C86A39,6
LDPeF,16242,lower dorsal perifornical nucleus,E4866F,Rest Forebrain,C86A39,6
LDLH,16243,lower dorsal lateral hypothalamic area,E4866F,Rest Forebrain,C86A39,6
PSPas,16244,superficial stratum of PSPa,E4866F,Rest Forebrain,C86A39,6
EPV,16245,ventral entopeduncular nucleus,E4866F,Rest Forebrain,C86A39,6
DVLH,16246,dorsoventral lateral hypothalamic area,E4866F,Rest Forebrain,C86A39,6
PHyB,16247,basal peduncular hypothalamus,B25B46,Rest Forebrain,C86A39,6
PHyB-D,16248,dorsal part of PHyB,B25B46,Rest Forebrain,C86A39,6
PHyB-Dv,16249,ventricular zone of PHyB-D,B25B46,Rest Forebrain,C86A39,6
PHyB-Dm,16250,mantle zone of PHyB-D,C9674E,Rest Forebrain,C86A39,6
PHyB-Dp,16251,periventricular stratum of PHyB-D,C9674E,Rest Forebrain,C86A39,6
PBasp,16252,posterobasal nucleus- periventricular part,C9674E,Rest Forebrain,C86A39,6
PHyB-Di,16253,intermediate stratum of PHyB-D,C9674E,Rest Forebrain,C86A39,6
PBasi,16254,posterobasal nucleus- intermediate part,C9674E,Rest Forebrain,C86A39,6
UBLH,16255,upper basal lateral hypothalamic area,C9674E,Rest Forebrain,C86A39,6
UBPeF,16256,upper basal perifornical nucleus,C9674E,Rest Forebrain,C86A39,6
PHyB-Ds,16257,superficial stratum of PHyB-D,C9674E,Rest Forebrain,C86A39,6
MCSH,16258,magnocellular superficial hypothalamic nucleus,C9674E,Rest Forebrain,C86A39,6
PHyB-I,16259,intermediate part of PHyB,B25B46,Rest Forebrain,C86A39,6
PHyB-Iv,16260,ventricular zone of PHyB-I,B25B46,Rest Forebrain,C86A39,6
PHyB-Im,16261,mantle zone of PHyB-I,C9674E,Rest Forebrain,C86A39,6
PHyB-Ip,16262,periventricular stratum of PHyB-I,C9674E,Rest Forebrain,C86A39,6
P-DMHp,16263,periventricular domain associated to P-DMH,C9674E,Rest Forebrain,C86A39,6
PHyB-Ii,16264,intermediate stratum of PHyB-I,C9674E,Rest Forebrain,C86A39,6
P-DMH,16265,peduncular part of dorsomedial hypothalamic nucleus,C9674E,Rest Forebrain,C86A39,6
P-DMHc,16266,core of P-DMH,C9674E,Rest Forebrain,C86A39,6
P-DMHs,16267,shell of P-DMH,C9674E,Rest Forebrain,C86A39,6
LBLH,16268,lower basal lateral hypothalamic area,C9674E,Rest Forebrain,C86A39,6
LBPeF,16269,lower basal perifornical nucleus,C9674E,Rest Forebrain,C86A39,6
PHyB-Is,16270,superficial stratum of PHyB-I,C9674E,Rest Forebrain,C86A39,6
LTu,16271,lateral tuberal nucleus,C9674E,Rest Forebrain,C86A39,6
STh,16272,subthalamic nucleus (migrated),C9674E,Rest Forebrain,C86A39,6
PSTh,16273,parasubthalamic nucleus (migrated),C9674E,Rest Forebrain,C86A39,6
PHyB-V,16274,ventral part of PHyB,B25B46,Rest Forebrain,C86A39,6
PHyB-Vv,16275,ventricular zone of PHyB-V,B25B46,Rest Forebrain,C86A39,6
P-HVO,16276,hypothalamic ventricular organ- peduncular part,C9674E,Rest Forebrain,C86A39,6
PHyB-Vm,16277,mantle zone of PHyB-V,C9674E,Rest Forebrain,C86A39,6
PHyB-Vp,16278,periventricular stratum of PHyB-V,C9674E,Rest Forebrain,C86A39,6
DTMp,16279,dorsal tuberomammillary nucleus- periventricular part (histaminergic),C9674E,Rest Forebrain,C86A39,6
